"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes"
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","62",,,"B0B3RSDSZ3","B0B3RSDSZ3","3",,"Nice","R3V3YL20NE8WQH","https://m.media-amazon.com/images/I/613eDFQj4+L.jpg","https://m.media-amazon.com/images/I/611MiUreT0L.jpg",,,,,,"Nice","https://www.amazon.in/customer-reviews/R3V3YL20NE8WQH",,,,"amzn1.account.AFBS35URKQYYX5OFDLDOZEYJHXVA","https://www.amazon.in/gp/profile/amzn1.account.AFBS35URKQYYX5OFDLDOZEYJHXVA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","63",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"Very good looking and very good watch. Batter backup also good. Overall we like it","RMDCP0JJSGIZ9","https://m.media-amazon.com/images/I/51k1qLeRv4L.jpg",,,,,,,"Super","https://www.amazon.in/customer-reviews/RMDCP0JJSGIZ9",,,,"amzn1.account.AH4GOUXKS6XHDPHNWMLB3PEHGCEQ","https://www.amazon.in/gp/profile/amzn1.account.AH4GOUXKS6XHDPHNWMLB3PEHGCEQ",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","64",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"My watch display problem","RQAGJNPM9FOVZ","https://m.media-amazon.com/images/I/719KOZoA4LL.jpg","https://m.media-amazon.com/images/I/71BJ7lohURL.jpg","https://m.media-amazon.com/images/I/81ea+MvKpkL.jpg","https://m.media-amazon.com/images/I/81adyPg5ibL.jpg","https://m.media-amazon.com/images/I/71DeGiM2HoL.jpg","https://m.media-amazon.com/images/I/710CxZkLm4L.jpg",,"Display problem","https://www.amazon.in/customer-reviews/RQAGJNPM9FOVZ",,,,"amzn1.account.AFRARKE2R2GRRMZPZWUJVCUNEWVA","https://www.amazon.in/gp/profile/amzn1.account.AFRARKE2R2GRRMZPZWUJVCUNEWVA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","65",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"This Product is AwesomeAffordable and best oneThe sensitivity is good and comfortable to useTotally Worth for its price!!","RUZ4WMKBN5LP8","https://m.media-amazon.com/images/I/6194+o1a86L.jpg",,,,,,,"The Quality of watch!","https://www.amazon.in/customer-reviews/RUZ4WMKBN5LP8",,,,"amzn1.account.AEFIEVVHP2EZKC73A4RHOZ4PAKWQ","https://www.amazon.in/gp/profile/amzn1.account.AEFIEVVHP2EZKC73A4RHOZ4PAKWQ",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","66",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"I will like it it is very good quality and its battery backup is also good thanks fire bolt. It is much better than my expectation","R3UQ44S658RUWY","https://m.media-amazon.com/images/I/61bSwZTjkXL.jpg",,,,,,,"Looking soo good,  big display , battery back up so nice","https://www.amazon.in/customer-reviews/R3UQ44S658RUWY",,,,"amzn1.account.AEJXTRQ6QWMEY3O6WVLNAS7PPXLA","https://www.amazon.in/gp/profile/amzn1.account.AEJXTRQ6QWMEY3O6WVLNAS7PPXLA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","67",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"The watch is durable and feature rich.The battery backup of watch should have been more.Its nice watch to buy in this price range.","RB6FD3X5DB4MM","https://m.media-amazon.com/images/I/81TDAqAxOFL.jpg",,,,,,,"Durable and feature full watch","https://www.amazon.in/customer-reviews/RB6FD3X5DB4MM",,,,"amzn1.account.AF67CDBF2OBISYQHUQIGIO3SSD7A","https://www.amazon.in/gp/profile/amzn1.account.AF67CDBF2OBISYQHUQIGIO3SSD7A",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","68",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"super feature at affordable priceStraps are easy to remove and change it","R1IEB998HEHUH4","https://m.media-amazon.com/images/I/71kKcKCcFJL.jpg",,,,,,,"Great  watch","https://www.amazon.in/customer-reviews/R1IEB998HEHUH4",,,,"amzn1.account.AFGLTVX6ZRINTAWTF5HEAXRQBCZA","https://www.amazon.in/gp/profile/amzn1.account.AFGLTVX6ZRINTAWTF5HEAXRQBCZA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","69",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"The watch gives a good effect, the golden band could get a little rustice but overall great features","R2R1B64CGI4DZS","https://m.media-amazon.com/images/I/715Yzc3qtfL.jpg",,,,,,,"Good product","https://www.amazon.in/customer-reviews/R2R1B64CGI4DZS",,,,"amzn1.account.AFZMUA5DBIOYZFTGZGMOPYH75TBQ","https://www.amazon.in/gp/profile/amzn1.account.AFZMUA5DBIOYZFTGZGMOPYH75TBQ",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","70",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"Product is good, but display size is big according to me not good for girls","R3TM7V5ABWBKKF","https://m.media-amazon.com/images/I/71K3Pe5E44L.jpg",,,,,,,"Display size issues","https://www.amazon.in/customer-reviews/R3TM7V5ABWBKKF",,,,"amzn1.account.AFTA6WBBQKEGCXFODVHROMW2XY7Q","https://www.amazon.in/gp/profile/amzn1.account.AFTA6WBBQKEGCXFODVHROMW2XY7Q",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","71",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"Display quality is good than what I expected","ROZ04K1BLJTD4","https://m.media-amazon.com/images/I/71XwHLpWWrL.jpg",,,,,,,"Nice watch","https://www.amazon.in/customer-reviews/ROZ04K1BLJTD4",,,,"amzn1.account.AESMWUPIFQ2WI2VBREOXHFXOTAAQ","https://www.amazon.in/gp/profile/amzn1.account.AESMWUPIFQ2WI2VBREOXHFXOTAAQ",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","72",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"The clock is not working properly.","R2OZXEDG0YKL7V","https://m.media-amazon.com/images/I/61Ghlg9bdSL.jpg",,,,,,,"वॉच","https://www.amazon.in/customer-reviews/R2OZXEDG0YKL7V",,,,"amzn1.account.AERVTUSKJP4IQUGDYOK5Z5U7MJWA","https://www.amazon.in/gp/profile/amzn1.account.AERVTUSKJP4IQUGDYOK5Z5U7MJWA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","73",,,"B0B3RSDSZ3","B0B3RSDSZ3","4",,"Got exactly what I orderedIts very good looking . And also working properly","R2LQ5OV1XSP2DY","https://m.media-amazon.com/images/I/61WuhTAUtxL.jpg","https://m.media-amazon.com/images/I/61Jq4L24kuL.jpg",,,,,,"Review for gold watch","https://www.amazon.in/customer-reviews/R2LQ5OV1XSP2DY",,,,"amzn1.account.AF3LYCBRQC43AW44HVE7YZHEDP3A","https://www.amazon.in/gp/profile/amzn1.account.AF3LYCBRQC43AW44HVE7YZHEDP3A",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","74",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"गोल्डन वॉच मंगाई थी आई थी कॉपर वॉच उसको रिटर्न करने के लिए दिया था और 17 /2/2025 को दिया था और आज रिटर्न लेने आया तो यह बोल रहा है घड़ी अलग है उसकी फोटो भी दिखा है वह मन नहीं रहा था इसलिए वापस नहीं हुआ","R2YZSA6PA7M1W1","https://m.media-amazon.com/images/I/81-gVtqY+tL.jpg","https://m.media-amazon.com/images/I/71N3khIoyXL.jpg",,,,,,"गोल्डन घड़ी मंगाई थी कॉपर घड़ी आई इसलिए वापस करना था","https://www.amazon.in/customer-reviews/R2YZSA6PA7M1W1",,,,"amzn1.account.AENOITCKFEUH4RQ76BFRGKA5UJBA","https://www.amazon.in/gp/profile/amzn1.account.AENOITCKFEUH4RQ76BFRGKA5UJBA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","75",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"Watch design, look and function everything is nice. The build quality is so nice. The rainbow colour metal strap also good.But problem is the strap  is too lengthy. Not fit for average indian women. So i brought a plastic strap in local market and using it. Finally i am using this watch without strap.","R16HGMZVTI750T","https://m.media-amazon.com/images/I/71tMNnQ2f7L.jpg","https://m.media-amazon.com/images/I/719d+VCszvL.jpg","https://m.media-amazon.com/images/I/611CgoCpIlL.jpg",,,,,"Nice but strap is too lenghty.","https://www.amazon.in/customer-reviews/R16HGMZVTI750T",,,,"amzn1.account.AEXIIVK4ND4DPK4KQMISJSOJMTLQ","https://www.amazon.in/gp/profile/amzn1.account.AEXIIVK4ND4DPK4KQMISJSOJMTLQ",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","76",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"You’re going to love the Fire-Boltt Ultra for its sleek design and vibrant display. While the battery lasts around 4-5 days, its smooth performance and accurate health tracking make it a great choice for everyday use.","RYJOCX7K7456P","https://m.media-amazon.com/images/I/610ifRfS-ML.jpg",,,,,,,"Fire boltt ultra 🔥🔥","https://www.amazon.in/customer-reviews/RYJOCX7K7456P",,,,"amzn1.account.AHB5TAZ2JSES2SVDJ6NKPF54GKHQ","https://www.amazon.in/gp/profile/amzn1.account.AHB5TAZ2JSES2SVDJ6NKPF54GKHQ",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","77",,,"B0B3RSDSZ3","B0B3RSDSZ3","5",,"उत्तर टाइट हो up flap ak ga gl bcci ga 5G to","ROYZHMYCWGTUZ","https://m.media-amazon.com/images/I/71yf-79heLL.jpg",,,,,,,"Very good product","https://www.amazon.in/customer-reviews/ROYZHMYCWGTUZ",,,,"amzn1.account.AFPOSRJWN3DVHAQKYUFC7Y7TVRFA","https://www.amazon.in/gp/profile/amzn1.account.AFPOSRJWN3DVHAQKYUFC7Y7TVRFA",,"B0B3RSDSZ3",
,,,,,"https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_3_sspa?crid=3MWYPPD87F4MS&dib=eyJ2IjoiMSJ9.vGOzM8tTOZnkYz_iyDEbzd0orHZjvZqpUiMBI7oQLaxjPYAf-xlFJJMaFwksvnP9SSsyGbml8E1CQMjJDngnbTuhLEKZhX1xhIO-jZoTyYOjGarIPMHEG1RYZjVGxoPozU5BrrrLOC8MY9GJEQ7omucK54UkBIF7QAJOyROalg1zNko9As9mCo4q-4IhnYdBEDffyONL_ng6UerugYhe87thnOBMK7jmKY_5TFAqueeecMdVfd82o5WzQUxhKF83t7g_NEHW39p5SoOlSaqIK1Qnq83cbrlOJAllevBdLEA.fnEVY--zkSnZI4p_XxWmJyUKjHTV--VZSuVCFM5Btpk&dib_tag=se&keywords=watch&qid=1743693952&sprefix=watch%2Caps%2C239&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1",,"true","78",,,"B0B3RSDSZ3","B0B3RSDSZ3","3",,"Watch ok but braslet very big for women hand","R3KCVUPGLFKX6I","https://m.media-amazon.com/images/I/71Y0Si+zgaL.jpg","https://m.media-amazon.com/images/I/61udPJX2tNL.jpg",,,,,,"Braslet size adjustable","https://www.amazon.in/customer-reviews/R3KCVUPGLFKX6I",,,,"amzn1.account.AGD2GMHSPY5O6KWCRMLNFOSCBIJQ","https://www.amazon.in/gp/profile/amzn1.account.AGD2GMHSPY5O6KWCRMLNFOSCBIJQ",,"B0B3RSDSZ3",
